ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
.000,1,1,1,0,0,.000,5.3,.000,0,0,20220413,60,5,0,0,4.1,NOP,5,0.0,0,2.3,0,1225.0,0.0,.000,0,13.5,0,.000,0.0,1,4,Jaxson Hayes,106,0,0,22.2,+3
.000,4,1,0,0,0,.250,5.1,.250,1,.000,20220413,70,3,2,0,0.0,NOP,3,0.0,0,8.3,0,1341.0,0.0,.250,0,7.4,0,.750,0.0,0,0,Trey Murphy III,113,0,3,12.2,+7
.222,9,3,0,1,1,.444,18.8,.607,4,.750,20220413,120,1,12,0,0.0,NOP,1,9.2,.500,23.1,2,1305.0,2.3,.611,1,2.5,3,.444,0.0,0,1,Jose Alvarado,110,0,4,4.2,+4
.000,1,0,0,0,0,.000,0.0,.000,0,0,20220413,67,8,0,2,6.0,NOP,6,50.0,0,6.6,0,842.0,0.0,.000,1,31.5,0,.000,20.1,1,1,Larry Nance Jr.,101,0,0,38.7,+2
1.000,2,2,0,2,0,1.000,22.0,1.042,2,0,20220413,218,5,6,0,0.0,NOP,5,0.0,1.000,11.0,2,727.0,0.0,1.000,0,22.8,0,.000,0.0,0,4,Naji Marshall,106,0,0,37.4,0
.000,1,0,0,0,0,.000,0.0,.000,0,.000,20220413,0,1,0,0,0.0,NOP,1,0.0,0,6.6,0,421.0,0.0,.000,0,7.9,0,1.000,0.0,0,0,Devonte' Graham,113,0,1,12.9,-1
0,0,0,0,0,0,0,0,0,0,0,20220413,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Tony Snell,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220413,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Garrett Temple,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220413,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Willy Hernangómez,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220413,0,0,0,0,0,SAS,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Doug McDermott,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220413,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Zion Williamson,0,1,0,0,0
