ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
1.000,4,2,1,3,0,1.000,8.6,.955,4,0,20220415,143,3,11,1,2.8,CLE,2,25.8,.750,10.5,4,2130.0,0.0,1.000,2,5.2,0,.000,3.4,1,3,Jarrett Allen,124,0,0,7.1,-3
1.000,3,0,0,2,0,.667,0.0,.694,2,.000,20220415,156,5,6,2,0.0,CLE,3,0.0,.667,9.5,3,1311.0,0.0,.667,0,14.1,0,.333,11.0,0,1,Isaac Okoro,124,0,1,17.3,-14
.000,3,2,0,0,1,.000,17.3,.000,0,.000,20220415,32,2,0,0,0.0,CLE,2,25.0,0,12.9,0,898.0,3.6,.000,1,8.2,0,.667,0.0,0,2,Rajon Rondo,116,0,2,16.9,-18
.000,2,0,0,0,1,.500,0.0,.750,1,.500,20220415,140,4,3,0,0.0,CLE,4,0.0,0,9.2,0,629.0,5.1,.750,0,23.5,1,1.000,0.0,0,2,Kevin Love,104,0,2,48.2,-8
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Lamar Stevens,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Moses Brown,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Dylan Windler,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Ed Davis,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Cedi Osman,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,ATL,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,John Collins,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,ATL,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Lou Williams,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Collin Sexton,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Dean Wade,0,1,0,0,0
