ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Brandon Boston Jr.,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Rodney Hood,0,0,0,0,0
.444,18,6,1,6,3,.556,33.1,.674,10,.600,20220412,145,5,29,1,0.0,MIN,4,4.4,.750,26.2,8,2248.0,4.0,.639,1,7.3,3,.278,2.9,0,4,D'Angelo Russell,104,0,5,11.6,+12
.286,21,2,1,5,1,.476,11.3,.635,10,.455,20220412,123,5,30,0,0.0,MIN,5,7.8,.833,30.1,6,2221.0,1.3,.595,2,7.4,5,.524,0.0,0,4,Anthony Edwards,110,0,11,14.7,+4
.500,8,3,1,2,1,.250,13.2,.359,2,.200,20220412,93,11,7,4,3.4,MIN,7,17.0,.500,15.5,4,1976.0,1.5,.313,2,18.2,1,.625,13.2,1,3,Patrick Beverley,105,0,5,23.2,-5
1.000,2,1,1,1,0,.500,5.1,.521,1,0,20220412,135,10,3,1,0.0,MIN,9,0.0,.500,4.6,2,1634.0,0.0,.500,0,20.0,0,.000,4.0,0,1,Jarred Vanderbilt,109,0,0,36.1,-4
.545,11,3,1,5,2,.273,19.7,.403,3,.000,20220412,85,5,11,3,0.0,MIN,2,22.7,.833,31.6,6,1457.0,4.1,.273,4,11.2,0,.182,13.5,0,6,Karl-Anthony Towns,104,0,2,9.0,-14
.375,8,0,0,1,0,.500,0.0,.644,4,.429,20220412,113,6,12,0,3.9,MIN,6,9.7,.333,15.8,3,1707.0,0.0,.688,1,11.5,3,.875,0.0,1,1,Malik Beasley,109,0,7,23.0,+4
.333,6,1,0,1,2,.333,6.7,.436,2,.500,20220412,109,3,6,1,0.0,MIN,2,0.0,.500,13.3,2,1350.0,4.4,.417,0,7.3,1,.333,4.8,0,5,Jaden McDaniels,103,0,2,9.7,+9
.571,7,1,0,1,0,.429,7.7,.457,3,.333,20220412,111,4,8,2,0.0,MIN,2,0.0,.250,17.8,4,1285.0,0.0,.500,0,10.2,1,.429,10.2,0,0,Naz Reid,114,0,3,10.2,+17
1.000,2,2,0,1,1,.500,37.0,.521,1,0,20220412,100,0,3,0,0.0,MIN,0,25.8,.500,19.8,2,513.0,5.8,.500,1,0.0,0,.000,0.0,0,1,Jaylen Nowell,103,0,0,0.0,+4
0,0,0,0,0,0,0,0.0,0,0,0,20220412,0,0,0,0,0.0,MIN,0,0,0,0.0,0,9.0,0.0,0,0,0.0,0,0,0.0,0,1,Josh Okogie,95,0,0,0.0,-2
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,MIN,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jordan McLaughlin,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,MIN,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Leandro Bolmaro,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,MIN,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jake Layman,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,MIN,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Greg Monroe,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Luke Kennard,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Kawhi Leonard,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jason Preston,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,MIN,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Taurean Prince,0,1,0,0,0
