ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Garrett Temple,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Willy Hernangómez,0,0,0,0,0
.409,22,8,1,7,2,.409,33.1,.520,9,.222,20220415,112,7,27,0,1.6,LAC,7,7.2,.778,27.6,9,2730.0,2.3,.455,2,7.5,2,.409,0.0,1,2,Reggie Jackson,113,0,9,14.8,+3
.350,20,5,1,5,0,.450,22.2,.585,9,.364,20220415,126,9,27,3,0.0,LAC,6,4.2,.714,25.0,7,2597.0,0.0,.550,1,10.1,4,.550,6.8,0,1,Marcus Morris,120,0,11,13.3,+7
.000,5,4,1,0,1,.400,16.1,.400,2,.000,20220415,109,7,4,3,2.0,LAC,4,16.7,0,7.3,0,2205.0,1.4,.400,1,9.2,0,.400,8.0,1,2,Terance Mann,116,0,2,10.4,-10
.000,7,1,1,0,2,.143,4.3,.143,1,.000,20220415,50,10,2,1,0.0,LAC,9,0.0,0,9.5,0,1992.0,3.2,.143,0,14.6,0,.714,3.0,0,5,Nicolas Batum,106,0,5,26.0,+11
.800,5,1,1,2,0,.600,14.9,.592,3,0,20220415,142,4,8,4,0.0,LAC,0,0.0,.500,22.8,4,798.0,0.0,.600,0,14.6,0,.000,29.5,0,2,Ivica Zubac,123,0,0,0.0,-4
.714,7,1,0,4,1,.571,4.7,.761,4,.500,20220415,158,3,14,0,0.0,LAC,3,0.0,.800,11.9,5,2084.0,1.5,.714,0,4.2,2,.571,0.0,0,5,Robert Covington,117,0,4,8.3,0
.438,16,0,0,4,1,.375,0.0,.445,6,.250,20220415,83,4,17,0,3.1,LAC,4,9.5,.571,39.8,7,1425.0,2.2,.406,2,8.2,1,.250,0.0,1,2,Norman Powell,111,0,4,16.2,-8
.000,1,0,0,0,0,1.000,0.0,1.000,1,0,20220415,205,1,2,1,0.0,LAC,0,0.0,0,8.1,0,333.0,0.0,1.000,0,8.7,0,.000,17.7,0,2,Isaiah Hartenstein,121,0,0,0.0,-10
1.000,2,0,0,0,0,.000,0.0,.000,0,.000,20220415,0,0,0,0,0.0,LAC,0,25.8,.000,44.3,2,236.0,0.0,.000,1,0.0,0,.500,0.0,0,0,Amir Coffey,125,0,1,0.0,-9
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Rodney Hood,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Brandon Boston Jr.,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,NOP,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Zion Williamson,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Paul George,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Luke Kennard,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Kawhi Leonard,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220415,0,0,0,0,0,LAC,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jason Preston,0,1,0,0,0
