ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Moses Brown,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Ed Davis,0,0,0,0,0
.467,15,12,1,7,1,.800,44.2,.940,12,.500,20220412,158,3,34,0,0.0,BRK,3,18.1,1.000,23.4,7,2504.0,1.2,.900,4,4.2,3,.400,0.0,0,5,Kyrie Irving,114,0,6,8.0,+2
.375,16,11,1,6,2,.563,36.6,.671,9,.500,20220412,147,5,25,0,5.2,BRK,5,5.1,1.000,20.8,6,2499.0,2.3,.594,1,6.9,1,.125,0.0,3,1,Kevin Durant,106,0,2,13.4,+16
.000,19,8,1,0,3,.421,26.8,.474,8,.333,20220412,104,9,18,3,0.0,BRK,6,13.6,0,24.1,0,2424.0,3.6,.474,3,12.9,2,.316,8.9,0,4,Bruce Brown,106,0,6,16.6,+16
.000,4,0,1,0,1,.000,0.0,.000,0,.000,20220412,0,2,0,0,0.0,BRK,2,20.0,0,6.6,0,2010.0,1.4,.000,1,3.5,0,1.000,0.0,0,3,Seth Curry,113,0,4,6.7,+5
.455,11,0,1,2,1,.636,0.0,.606,7,0,20220412,102,8,16,4,0.0,BRK,4,18.5,.400,37.8,5,1138.0,2.5,.636,3,24.4,0,.000,25.3,0,3,Andre Drummond,107,0,0,23.5,+9
1.000,6,1,0,1,0,1.000,4.8,.752,6,0,20220412,130,9,13,3,12.7,BRK,6,10.4,.167,14.9,6,1722.0,0.0,1.000,1,18.1,0,.000,12.5,5,0,Nic Claxton,103,0,0,23.3,-2
.000,5,1,0,0,0,.400,7.0,.600,2,.400,20220412,99,5,6,0,4.2,BRK,5,16.7,0,15.2,0,1047.0,0.0,.600,1,16.6,2,1.000,0.0,1,2,Patty Mills,107,0,5,32.0,+5
.000,3,0,0,0,1,.333,0.0,.500,1,1.000,20220412,101,2,3,0,0.0,BRK,2,0.0,0,13.3,0,600.0,4.8,.500,0,11.6,1,.333,0.0,0,2,Goran Dragić,102,0,1,22.3,-6
.000,5,0,0,0,0,.000,0.0,.000,0,.000,20220412,0,0,0,0,0.0,BRK,0,0.0,0,29.1,0,456.0,0.0,.000,0,0.0,0,.800,0.0,0,0,Kessler Edwards,118,0,4,0.0,-10
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Cam Thomas,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,LaMarcus Aldridge,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Blake Griffin,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Day'Ron Sharpe,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jarrett Allen,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Brandon Goodwin,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Collin Sexton,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,CLE,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Dean Wade,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Joe Harris,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20220412,0,0,0,0,0,BRK,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Ben Simmons,0,1,0,0,0
