ftr,fga,ast,starter,ft,stl,fg_pct,ast_pct,ts_pct,fg,threep_pct,date,ortg,trb,pts,orb,blk_pct,team_abbr,drb,tov_pct,ft_pct,usg_pct,fta,sp,stl_pct,efg_pct,tov,trb_pct,threep,threepar,orb_pct,blk,pf,player_name,drtg,inactive,threepa,drb_pct,pm
1.500,0,1,0,3,0,0,0.0,.602,0,0,20210518,124,0,3,0,0.0,CHO,0,0.0,.750,30.9,4,260.0,0.0,.500,0,12.3,0,.000,0.0,0,0,Nick Richards,131,0,0,27.0,+7
0,1,1,0,0,0,1.000,25.8,.852,1,0,20210518,193,3,2,1,0.0,CHO,2,0.0,0,16.4,0,260.0,0.0,0,0,0.0,0,0,0.0,0,1,Grant Riller,137,0,0,0.0,+7
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,CHO,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Brad Wanamaker,0,0,0,0,0
.000,14,2,1,0,0,.714,6.7,.821,10,.500,20210518,167,5,23,0,0.0,IND,5,0.0,0,16.0,0,1981.0,0.0,.821,0,8.1,3,.429,0.0,0,1,Oshae Brissett,110,0,6,14.8,+27
.000,15,9,1,0,1,.467,27.8,.467,7,.000,20210518,97,21,14,1,2.7,IND,20,25.0,0,23.1,0,1955.0,1.3,.467,5,34.4,0,.133,3.6,1,3,Domantas Sabonis,98,0,2,60.1,+27
.333,6,5,1,1,0,.667,18.4,.872,4,.600,20210518,141,2,12,0,0.0,IND,2,22.5,.500,12.9,2,1551.0,0.0,.917,2,4.1,3,.833,0.0,0,2,Justin Holiday,111,0,5,7.6,+26
.333,9,2,1,3,0,.778,8.3,1.017,7,.667,20210518,166,3,21,2,0.0,IND,1,16.2,1.000,18.0,3,1547.0,0.0,1.000,2,6.2,4,.667,9.1,0,2,Doug McDermott,112,0,6,3.8,+20
.100,10,8,1,1,0,.600,40.4,.766,6,.600,20210518,147,0,16,0,0.0,IND,0,16.1,1.000,21.9,1,1280.0,0.0,.750,2,0.0,3,.500,0.0,0,2,Malcolm Brogdon,113,0,5,0.0,+18
.083,12,3,0,1,4,.667,13.5,.683,8,.000,20210518,129,5,17,2,0.0,IND,3,13.9,1.000,21.7,1,1502.0,6.9,.667,2,10.7,0,.083,9.4,0,4,T.J. McConnell,95,0,1,11.7,+13
.000,14,0,0,0,0,.429,0.0,.500,6,.500,20210518,106,2,14,0,4.4,IND,2,0.0,0,25.9,0,1222.0,0.0,.500,0,5.2,2,.286,0.0,1,0,Kelan Martin,108,0,4,9.6,+13
1.000,8,1,0,6,1,.500,5.4,.608,4,0,20210518,153,10,14,6,14.3,IND,4,0.0,.750,23.2,8,1122.0,2.3,.500,0,28.5,0,.000,37.6,3,0,Goga Bitadze,93,0,0,21.0,-1
.000,7,5,0,0,0,.143,26.8,.143,1,.000,20210518,70,3,2,0,0.0,IND,3,12.5,0,18.5,0,976.0,0.0,.143,1,9.8,0,.429,0.0,0,3,Aaron Holiday,109,0,3,18.1,+4
0,0,0,0,0,0,0,0.0,0,0,0,20210518,0,0,0,0,0.0,IND,0,0,0,0.0,0,446.0,0.0,0,0,0.0,0,0,0.0,0,1,JaKarr Sampson,112,0,0,0.0,-6
.000,6,0,0,0,0,.500,0.0,.583,3,.500,20210518,94,2,7,0,0.0,IND,2,14.3,0,38.3,0,412.0,0.0,.583,1,15.5,1,.333,0.0,0,1,Edmond Sumner,108,0,2,28.5,+5
.000,4,0,0,0,1,.500,0.0,.500,2,.000,20210518,89,1,4,1,0.0,IND,0,20.0,0,38.3,0,295.0,8.8,.500,1,10.8,0,.250,23.8,0,1,Cassius Stanley,92,0,1,0.0,-5
0,0,0,0,0,0,0,0.0,0,0,0,20210518,0,0,0,0,0.0,IND,0,0,0,0.0,0,111.0,0.0,0,0,0.0,0,0,0.0,0,1,Amida Brimah,111,0,0,0.0,-6
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,CHO,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Gordon Hayward,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,CHO,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Cody Martin,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jeremy Lamb,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Caris LeVert,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,Myles Turner,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,20210518,0,0,0,0,0,IND,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,T.J. Warren,0,1,0,0,0
