drtg,fta,pf,fg_pct,tov_pct,date,threep_pct,efg_pct,trb,bpm,drb,fga,tov,ts_pct,ft,player_name,ftr,ast,ortg,orb_pct,starter,ast_pct,threepa,pm,stl,sp,blk_pct,orb,drb_pct,threep,threepar,trb_pct,ft_pct,stl_pct,usg_pct,fg,team_abbr,pts,inactive,blk
110,0,0,.333,25.0,20131228,1.000,.500,0,3.3,0,3,1,.500,0,Chauncey Billups,.000,1,83,0.0,0,24.5,1,-2,1,472.0,0.0,0,0.0,1,.333,0.0,0,6.6,22.9,1,DET,3,0,0
108,0,1,.500,0.0,20131228,.000,.500,0,0.0,0,2,0,.500,0,Gigi Datome,.000,0,102,0.0,0,0.0,1,-2,1,428.0,0.0,0,0.0,0,.500,0.0,0,7.3,12.6,1,DET,2,0,0
105,0,1,.000,0.0,20131228,0,.000,0,-1.7,0,2,0,.000,0,Rodney Stuckey,.000,2,52,0.0,0,50.2,0,+1,1,370.0,0.0,0,0.0,0,.000,0.0,0,8.4,14.6,0,DET,0,0,0
93,0,2,.625,11.1,20131228,0,.625,9,3.8,4,8,1,.625,0,Trevor Booker,.000,4,139,17.6,1,17.1,0,+11,0,1906.0,2.7,5,14.7,0,.000,16.2,0,0.0,12.3,5,WAS,10,0,1
98,5,3,.571,11.0,20131228,.000,.571,1,4.4,1,14,2,.617,4,John Wall,.357,11,135,0.0,1,57.1,1,+24,0,1826.0,0.0,0,3.8,0,.071,1.9,.800,0.0,26.0,8,WAS,20,0,0
89,2,1,.778,16.8,20131228,0,.778,7,5.7,5,9,2,.810,2,Marcin Gortat,.222,1,133,8.2,1,5.7,0,+22,0,1635.0,6.3,2,21.5,0,.000,14.7,1.000,0.0,18.9,7,WAS,16,0,2
82,2,1,.455,14.4,20131228,.667,.636,5,16.2,3,11,2,.631,1,Trevor Ariza,.182,6,127,8.6,1,32.9,6,+30,3,1556.0,0.0,2,13.5,4,.545,11.0,.500,6.0,23.3,5,WAS,15,0,0
98,0,0,.500,0.0,20131228,.750,.625,2,12.2,1,12,0,.625,0,Bradley Beal,.000,4,144,5.6,1,33.5,4,+22,0,1201.0,0.0,1,5.8,3,.333,5.7,0,0.0,26.0,6,WAS,15,0,0
98,0,2,.273,26.7,20131228,.200,.318,2,-20.1,1,11,4,.318,0,Martell Webster,.000,1,57,4.5,0,5.2,5,+3,0,1486.0,0.0,1,4.7,1,.455,4.6,0,0.0,26.3,3,WAS,7,0,0
88,0,1,.250,0.0,20131228,0,.250,8,-9.7,6,8,0,.250,0,Otto Porter Jr.,.000,1,83,10.6,0,6.0,0,-4,0,1258.0,0.0,2,33.5,0,.000,21.8,0,0.0,16.6,2,WAS,4,0,0
80,4,1,.500,34.2,20131228,.000,.500,5,2.2,4,4,3,.608,3,Nenê,1.000,3,97,5.8,0,19.7,1,+12,2,1152.0,0.0,1,24.4,0,.250,14.9,.750,5.4,19.8,2,WAS,7,0,0
63,2,1,.250,17.0,20131228,0,.250,3,12.4,2,4,1,.307,1,Garrett Temple,.500,2,83,6.4,0,13.6,0,0,4,1054.0,9.8,1,13.3,0,.000,9.8,.500,11.8,14.5,1,WAS,3,0,2
79,0,1,1.000,33.3,20131228,1.000,1.250,2,15.3,2,2,1,1.250,0,Chris Singleton,.000,1,126,0.0,0,15.5,1,0,1,566.0,0.0,0,24.8,1,.500,12.1,0,5.5,13.8,2,WAS,5,0,0
94,2,6,1.000,25.8,20131228,0,1.000,2,-17.7,1,2,1,.694,0,Jan Veselý,1.000,0,81,13.5,0,0.0,0,+3,0,496.0,0.0,1,14.2,0,.000,13.8,.000,0.0,20.4,2,WAS,4,0,0
100,0,1,.000,0.0,20131228,.000,.000,0,-22.3,0,1,0,.000,0,Eric Maynor,.000,0,0,0.0,0,0.0,1,-3,0,264.0,0.0,0,0.0,0,1.000,0.0,0,0.0,9.9,0,WAS,0,0,0
0,0,0,0,0,20131228,0,0,0,0,0,0,0,0,0,Kevin Séraphin,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,WAS,0,0,0
0,0,0,0,0,20131228,0,0,0,0,0,0,0,0,0,Tony Mitchell,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DET,0,1,0
0,0,0,0,0,20131228,0,0,0,0,0,0,0,0,0,Peyton Siva,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DET,0,1,0
0,0,0,0,0,20131228,0,0,0,0,0,0,0,0,0,Al Harrington,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,WAS,0,1,0
