threepar,blk,ast,threepa,ft_pct,drb_pct,pts,date,player_name,threep,efg_pct,ast_pct,ft,drtg,fga,stl,tov_pct,stl_pct,fg_pct,inactive,fta,orb,sp,threep_pct,orb_pct,team_abbr,fg,tov,ts_pct,pf,starter,ftr,trb,ortg,drb,blk_pct,trb_pct,pm,usg_pct
0,0,0,0,0,0,0,20210521,Killian Tillie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0
.536,0,5,15,1.000,6.3,39,20210521,Stephen Curry,6,.571,20.4,7,112,28,3,18.4,3.2,.464,0,7,1,2843.0,.400,2.7,GSW,13,7,.627,5,1,.250,4,107,3,0.0,4.7,+4,34.4
.091,1,10,1,0,33.3,11,20210521,Draymond Green,1,.500,32.5,0,104,11,1,35.3,1.1,.455,0,0,1,2705.0,1.000,2.8,GSW,5,6,.500,3,1,.000,16,88,15,1.9,19.8,-2,16.1
.182,2,2,4,1.000,20.3,22,20210521,Andrew Wiggins,1,.477,8.0,1,111,22,0,8.2,0.0,.455,0,1,1,2658.0,.250,2.8,GSW,10,2,.490,4,1,.045,10,97,9,3.8,12.6,-8,23.6
.417,1,2,5,.250,11.8,10,20210521,Kent Bazemore,1,.375,12.3,1,106,12,2,0.0,3.9,.333,0,4,1,1530.0,.200,4.9,GSW,4,0,.363,2,1,.333,4,88,3,3.3,8.8,-10,23.1
.000,1,3,0,.500,4.1,3,20210521,Kevon Looney,0,1.000,16.3,1,114,1,1,34.7,2.1,1.000,0,2,3,1467.0,0,15.5,GSW,1,1,.798,3,1,2.000,4,144,1,3.4,9.1,-15,5.0
.455,1,4,5,1.000,7.9,19,20210521,Jordan Poole,3,.682,16.6,4,118,11,0,7.3,0.0,.545,0,4,0,2274.0,.600,0.0,GSW,6,1,.745,4,0,.364,3,146,3,2.2,4.4,+9,15.5
.400,1,4,2,1.000,9.5,4,20210521,Juan Toscano-Anderson,0,.200,16.6,2,117,5,0,40.5,0.0,.200,0,2,4,1901.0,.000,15.9,GSW,1,4,.340,2,0,.400,7,79,3,2.7,12.3,+11,13.4
.500,0,0,2,0,0.0,4,20210521,Mychal Mulder,0,.500,0.0,0,123,4,0,0.0,0.0,.500,0,0,0,522.0,.000,0.0,GSW,2,0,.500,0,0,.000,0,100,0,0.0,0.0,-14,19.7
0,0,0,0,0,0,0,20210521,Jordan Bell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Gary Payton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Damion Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Nico Mannion,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Eric Paschall,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Alen Smailagić,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Sean McDermott,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Jontay Porter,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Kelly Oubre,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,Klay Thompson,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,20210521,James Wiseman,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,GSW,0,0,0,0,0,0,0,0,0,0,0,0,0
